"","Kingdom","Phylum","Class","Order","Family","Genus"
"ESV_1843","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Chroococcidiopsaceae","Chlorogloea_SAG_10.99"
"ESV_18430","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Order Chitinophagales","Order Chitinophagales"
"ESV_18431","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","Family A4b"
"ESV_18432","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","Family JG30-KF-CM45"
"ESV_18433","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17","Family env.OPS_17"
"ESV_18434","Bacteria","Actinobacteria","MB-A2-108","Class MB-A2-108","Class MB-A2-108","Class MB-A2-108"
"ESV_18435","Bacteria","Proteobacteria","Alphaproteobacteria","Class Alphaproteobacteria","Class Alphaproteobacteria","Class Alphaproteobacteria"
"ESV_18436","Bacteria","Armatimonadetes","Chthonomonadetes","Chthonomonadales","Order Chthonomonadales","Order Chthonomonadales"
"ESV_18437","Bacteria","Chloroflexi","OLB14","Class OLB14","Class OLB14","Class OLB14"
"ESV_18438","Bacteria","Bacteroidetes","Rhodothermia","Rhodothermales","Rhodothermaceae","Family Rhodothermaceae"
"ESV_18439","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfobulbus"
"ESV_18440","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Family Rickettsiaceae"
"ESV_18441","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","BSV13"
"ESV_18442","Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales_(SR1)","Order Absconditabacteriales_(SR1)","Order Absconditabacteriales_(SR1)"
"ESV_18443","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonaceae","Crenothrix"
"ESV_18444","Bacteria","Chloroflexi","KD4-96","Class KD4-96","Class KD4-96","Class KD4-96"
"ESV_1845","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ESV_1847","Bacteria","Planctomycetes","vadinHA49","Class vadinHA49","Class vadinHA49","Class vadinHA49"
"ESV_1849","Bacteria","FBP","Phylum FBP","Phylum FBP","Phylum FBP","Phylum FBP"
"ESV_185","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae","Candidatus_Chloroploca"
"ESV_1851","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","Family A4b"
"ESV_1853","Bacteria","Acidobacteria","Subgroup_22","Class Subgroup_22","Class Subgroup_22","Class Subgroup_22"
"ESV_1855","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"ESV_1856","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Nomurabacteria","Order Candidatus_Nomurabacteria","Order Candidatus_Nomurabacteria"
"ESV_1857","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"ESV_1858","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Family Gemmataceae"
"ESV_1859","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"ESV_186","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ESV_1862","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Family Pirellulaceae"
"ESV_1865","Bacteria","FBP","Phylum FBP","Phylum FBP","Phylum FBP","Phylum FBP"
"ESV_18655","Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria"
"ESV_18656","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39","Order Mollicutes_RF39","Order Mollicutes_RF39"
"ESV_1866","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"ESV_18660","","Kingdom ","Kingdom ","Kingdom ","Kingdom ","Kingdom "
"ESV_1867","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia"
"ESV_1869","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium"
"ESV_187","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"ESV_1872","","Kingdom ","Kingdom ","Kingdom ","Kingdom ","Kingdom "
"ESV_1873","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Family Burkholderiaceae"
"ESV_1875","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Order Solirubrobacterales","Order Solirubrobacterales"
"ESV_18754","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Gemmata"
"ESV_18755","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Family Burkholderiaceae"
"ESV_18756","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","Family JG30-KF-CM45"
"ESV_18757","Bacteria","Proteobacteria","Deltaproteobacteria","Class Deltaproteobacteria","Class Deltaproteobacteria","Class Deltaproteobacteria"
"ESV_18758","","Kingdom ","Kingdom ","Kingdom ","Kingdom ","Kingdom "
"ESV_18759","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","Family A4b"
"ESV_18760","Bacteria","Cyanobacteria","Oxyphotobacteria","Leptolyngbyales","Leptolyngbyaceae","Family Leptolyngbyaceae"
"ESV_18761","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Order Rickettsiales","Order Rickettsiales"
"ESV_18762","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia"
"ESV_18763","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","Family Saccharimonadaceae"
"ESV_18764","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Order Saccharimonadales","Order Saccharimonadales"
"ESV_18765","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Ilumatobacter"
"ESV_18766","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Chroococcidiopsaceae","Aliterella_CE595"
"ESV_18767","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","Family Oligoflexaceae"
"ESV_18768","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Order Cytophagales","Order Cytophagales"
"ESV_18769","","Kingdom ","Kingdom ","Kingdom ","Kingdom ","Kingdom "
"ESV_1877","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Family Caldilineaceae"
"ESV_18770","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","Family Oligoflexaceae"
"ESV_18771","Bacteria","Patescibacteria","Microgenomatia","Candidatus_Amesbacteria","Order Candidatus_Amesbacteria","Order Candidatus_Amesbacteria"
"ESV_18772","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium"
"ESV_18775","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"ESV_18776","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella"
"ESV_18777","Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales_(SR1)","Order Absconditabacteriales_(SR1)","Order Absconditabacteriales_(SR1)"
"ESV_18778","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Candidatus_Ovatusbacter"
"ESV_18779","Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria"
"ESV_1878","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter"
"ESV_18780","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","Family Oligoflexaceae"
"ESV_18781","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"ESV_18782","Bacteria","Cyanobacteria","Oxyphotobacteria","Leptolyngbyales","Leptolyngbyaceae","Chamaesiphon_PCC-7430"
"ESV_18783","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus"
"ESV_18784","Bacteria","Proteobacteria","Alphaproteobacteria","Caedibacterales","Caedibacteraceae","Caedibacter"
"ESV_18786","Bacteria","Patescibacteria","Parcubacteria","Class Parcubacteria","Class Parcubacteria","Class Parcubacteria"
"ESV_18787","Bacteria","Proteobacteria","Alphaproteobacteria","Class Alphaproteobacteria","Class Alphaproteobacteria","Class Alphaproteobacteria"
"ESV_18788","Bacteria","Proteobacteria","Phylum Proteobacteria","Phylum Proteobacteria","Phylum Proteobacteria","Phylum Proteobacteria"
"ESV_1879","Bacteria","Proteobacteria","Deltaproteobacteria","PB19","Order PB19","Order PB19"
"ESV_18790","Bacteria","Proteobacteria","Phylum Proteobacteria","Phylum Proteobacteria","Phylum Proteobacteria","Phylum Proteobacteria"
"ESV_18792","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Arcicella"
"ESV_18793","Archaea","Nanoarchaeaeota","Woesearchaeia","Class Woesearchaeia","Class Woesearchaeia","Class Woesearchaeia"
"ESV_18794","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Order Chitinophagales","Order Chitinophagales"
"ESV_18795","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Candidatus_Ovatusbacter"
"ESV_18796","Bacteria","Cyanobacteria","Melainabacteria","Class Melainabacteria","Class Melainabacteria","Class Melainabacteria"
"ESV_18797","Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peribacteria","Order Candidatus_Peribacteria","Order Candidatus_Peribacteria"
"ESV_18798","Bacteria","Patescibacteria","WWE3","Class WWE3","Class WWE3","Class WWE3"
"ESV_18799","","Kingdom ","Kingdom ","Kingdom ","Kingdom ","Kingdom "
"ESV_188","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Persicitalea"
"ESV_1880","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Fimbriiglobus"
"ESV_18801","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Campbellbacteria","Order Candidatus_Campbellbacteria","Order Candidatus_Campbellbacteria"
"ESV_18802","Bacteria","Verrucomicrobia","Verrucomicrobiae","Class Verrucomicrobiae","Class Verrucomicrobiae","Class Verrucomicrobiae"
